P VALUE,PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
0.05,DETERMINISTIC,PROTECTION,60
0.05,DETERMINISTIC,PROXIMITY,500
0.05,DETERMINISTIC,DEGREE,80
0.05,DETERMINISTIC,PROTECTION,60
0.05,DETERMINISTIC,PROXIMITY,500
0.05,DETERMINISTIC,DEGREE,80
0.05,DETERMINISTIC,PROTECTION,60
0.05,DETERMINISTIC,PROXIMITY,500
0.05,DETERMINISTIC,DEGREE,80
0.05,DETERMINISTIC,PROTECTION,60
0.05,DETERMINISTIC,PROXIMITY,500
0.05,DETERMINISTIC,DEGREE,80
0.05,DETERMINISTIC,PROTECTION,60
0.05,DETERMINISTIC,PROXIMITY,500
0.05,DETERMINISTIC,DEGREE,80
0.05,DETERMINISTIC,PROTECTION,60
0.05,DETERMINISTIC,PROXIMITY,500
0.05,DETERMINISTIC,DEGREE,80
0.05,DETERMINISTIC,PROTECTION,60
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.06,DETERMINISTIC,PROXIMITY,500
0.06,DETERMINISTIC,DEGREE,45
0.06,DETERMINISTIC,PROTECTION,30
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.07,DETERMINISTIC,PROXIMITY,500
0.07,DETERMINISTIC,DEGREE,26
0.07,DETERMINISTIC,PROTECTION,13
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.08,DETERMINISTIC,PROXIMITY,500
0.08,DETERMINISTIC,DEGREE,14
0.08,DETERMINISTIC,PROTECTION,5
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.09,DETERMINISTIC,PROXIMITY,500
0.09,DETERMINISTIC,DEGREE,8
0.09,DETERMINISTIC,PROTECTION,2
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.10,DETERMINISTIC,PROXIMITY,500
0.10,DETERMINISTIC,DEGREE,1
0.10,DETERMINISTIC,PROTECTION,0
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.11,DETERMINISTIC,PROXIMITY,500
0.11,DETERMINISTIC,DEGREE,7
0.11,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.12,DETERMINISTIC,PROXIMITY,500
0.12,DETERMINISTIC,DEGREE,2
0.12,DETERMINISTIC,PROTECTION,2
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.13,DETERMINISTIC,PROXIMITY,500
0.13,DETERMINISTIC,DEGREE,1
0.13,DETERMINISTIC,PROTECTION,1
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.14,DETERMINISTIC,PROXIMITY,500
0.14,DETERMINISTIC,DEGREE,0
0.14,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.15,DETERMINISTIC,PROXIMITY,500
0.15,DETERMINISTIC,DEGREE,0
0.15,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.16,DETERMINISTIC,PROXIMITY,500
0.16,DETERMINISTIC,DEGREE,0
0.16,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.17,DETERMINISTIC,PROXIMITY,500
0.17,DETERMINISTIC,DEGREE,0
0.17,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.18,DETERMINISTIC,PROXIMITY,500
0.18,DETERMINISTIC,DEGREE,0
0.18,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.19,DETERMINISTIC,PROXIMITY,500
0.19,DETERMINISTIC,DEGREE,0
0.19,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
0.20,DETERMINISTIC,PROXIMITY,500
0.20,DETERMINISTIC,DEGREE,0
0.20,DETERMINISTIC,PROTECTION,0
