P VALUE,PROTECTION ALLOCATION,DEFENCE STRATEGY,NUMBER OF WINS
0.40,MIXED,PROTECTION,500
0.40,MIXED,PROXIMITY,0
0.40,MIXED,DEGREE,0
0.40,MIXED,PROTECTION,500
0.40,MIXED,PROXIMITY,0
0.40,MIXED,DEGREE,0
0.40,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.45,MIXED,PROXIMITY,0
0.45,MIXED,DEGREE,0
0.45,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.50,MIXED,PROXIMITY,0
0.50,MIXED,DEGREE,0
0.50,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.55,MIXED,PROXIMITY,0
0.55,MIXED,DEGREE,0
0.55,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.60,MIXED,PROXIMITY,0
0.60,MIXED,DEGREE,0
0.60,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.65,MIXED,PROXIMITY,0
0.65,MIXED,DEGREE,0
0.65,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.70,MIXED,PROXIMITY,0
0.70,MIXED,DEGREE,0
0.70,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.75,MIXED,PROXIMITY,0
0.75,MIXED,DEGREE,0
0.75,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.80,MIXED,PROXIMITY,0
0.80,MIXED,DEGREE,0
0.80,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.85,MIXED,PROXIMITY,0
0.85,MIXED,DEGREE,0
0.85,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.90,MIXED,PROXIMITY,0
0.90,MIXED,DEGREE,0
0.90,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
0.95,MIXED,PROXIMITY,0
0.95,MIXED,DEGREE,0
0.95,MIXED,PROTECTION,500
